"ID";"cf_name";"cf_place_name";"cf_custom_place_name";"cf_custom_x_coordinate";"cf_custom_y_coordinate";"cf_custom_region_vague";"cf_excavation_name";"cf_excavation";"cf_excavation_start";"cf_excavation_end";"cf_single_find";"cf_hoard";"cf_start_year";"cf_end_year";"cf_vague";"cf_num_coins_found";"cf_id_relevant_coins";"cf_publication_ref";"cf_user";"cf_comment";"cf_date_entered";"Region";"Tag_ID";"Dataset_IDs"
14153;"LA LOMA DE CUÉLLAR (CHRE-17686)";;;37,44548688;-4,47668736;;;0;1900;2000;0;1;348;363;0;24;"CHRE-17686";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 375-376; no. 272; Gil Fernández, R. - 2001 - Depósitos, conjuntos y realidades monetarias de la Bética en el bajo imperio: 219-234";"CHRE";;"10/23/2022";"Spain";;4
14154;"PUENTE NUEVO (CHRE-17687)";;;38,15075144;-5,0114935;;;0;1990;2000;0;1;270;363;0;62;"CHRE-17687";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 273; Gil Fernández, R. - 2001 - Depósitos, conjuntos y realidades monetarias de la Bética en el bajo imperio: 200-218";"CHRE";"//  Discovery comment: While the water level went very low at the dam.";"10/23/2022";"Spain";;4
14155;"HINOJOSA DEL DUQUE (CHRE-17771)";;;38,49705863;-5,14570762;;;0;1900;2000;0;1;268;383;0;31;"CHRE-17771";"//  Gil Fernández, R. - 2001 - Depósitos, conjuntos y realidades monetarias de la Bética en el bajo imperio: 660-671; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 432; no. 305";"CHRE";;"10/23/2022";"Spain";;4
14156;"ABICADA (CHRE-17779)";;;37,14595847;-8,54038177;;;0;1900;2000;0;1;358;395;0;24;"CHRE-17779";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 444; no. 314; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 38";"CHRE";;"10/23/2022";"Portugal";;4
14157;"ALCARACEJOS (CHRE-17780)";;;38,38801897;-4,96739928;;;0;1900;2000;0;1;260;395;0;174;"CHRE-17780";"//  Gil Fernández, R. - 2001 - Depósitos, conjuntos y realidades monetarias de la Bética en el bajo imperio: 695-705; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 444-445; no. 315";"CHRE";;"10/23/2022";"Spain";;4
14158;"BAENA (CHRE-17781)";;;37,61626821;-4,32361433;;;0;1990;2000;0;1;381;395;0;150;"CHRE-17781";"//  Gil Fernández, R. - 2001 - Depósitos, conjuntos y realidades monetarias de la Bética en el bajo imperio: 609-631; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 446-448; no. 317";"CHRE";;"10/23/2022";"Spain";;4
14159;"RONDA (CHRE-17787)";;;36,73778721;-5,16485114;;;0;1995;1997;0;1;303;395;0;245;"CHRE-17787";"//  Ortiz Córdoba, J. - 2018 - Un conjunto monetario del siglo IV encontrado en la Calle Armiñán de Ronda (Málaga): 233-249; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 454-456; no. 322";"CHRE";;"10/23/2022";"Spain";;4
14160;"CASTRO DE GUIFÕES (CHRE-17797)";;;41,20046205;-8,67897539;;;0;1900;2000;0;1;260;395;0;287;"CHRE-17797";"//  Pinto, J.M.S.M. - 2007 - Tesouros Monetários Baixo-Imperiais Entre Douro, Ave e Tâmega: no. 10; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 467-469; no. 330";"CHRE";"//  Archaeology site comment: The house at the top of the ramp of the mill of Guifoes. House U.";"10/23/2022";"Portugal";;4
14161;"CERRO BURGOS (CHRE-17808)";;;37,47254797;-4,44300651;;;0;1900;2000;0;1;297;395;0;77;"CHRE-17808";;"CHRE";;"10/23/2022";"Spain";;4
14162;"CIVIDADE DE TERROSO (CHRE-17813)";;;41,4129;-8,7203;;;0;1900;2000;0;1;260;395;0;113;"CHRE-17813";;"CHRE";;"10/23/2022";"Portugal";;4
14163;"CORTIJO BAJO (CHRE-17818)";;;37,66984471;-4,23897177;;;0;1900;2000;0;1;393;406;0;8;"CHRE-17818";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 352; Gil Fernández, R. - 2001 - Depósitos, conjuntos y realidades monetarias de la Bética en el bajo imperio: 777-778";"CHRE";;"10/23/2022";"Spain";;4
14164;"CORTIJO DE LA PANGÍA (CHRE-17820)";;;37,88435608;-4,57346651;;;0;1900;2000;0;1;253;395;0;750;"CHRE-17820";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 354; Gil Fernández, R. - 2001 - Depósitos, conjuntos y realidades monetarias de la Bética en el bajo imperio: 428-479";"CHRE";;"10/23/2022";"Spain";;4
14165;"EL CASTILLO (CHRE-17826)";;;40,6639888;-5,32496335;;;0;1900;2000;0;1;270;395;0;18;"CHRE-17826";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 360; Abad Varela, M.E. - 1991 - Depósito monetario procedente de ""El Castillo"" (Diego Álvaro) en el Museo de Ávila: 171-188; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 26";"CHRE";;"10/23/2022";"Spain";;4
14166;"FERMENTÕES (CHRE-17828)";;;41,45652573;-8,31629253;;;0;1900;2000;0;1;271;408;0;1000;"CHRE-17828";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 362; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 20; Monteiro, C., Silva, C., Barbedo, P. and Gomes, T. - 1992 - Tesouro monetário Tardo-Romano de Fermentões (Guimarães): 95-127";"CHRE";;"10/23/2022";"Portugal";;4
14167;"LOS VILLARES DE ANDÚJAR (CHRE-17839)";;;38,02532069;-3,98555432;;;0;1900;2000;0;1;348;395;0;52;"CHRE-17839";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 375; López Ruiz, U. - 2014 - ¡Qué vienen los vándalos! Tesorillo bajoimperial de Los Villares de Andújar (Jaén) del FARMM: 229-235";"CHRE";;"10/23/2022";"Spain";;4
14168;"PARADELA-SEQUEIRO LONGO (CHRE-17846)";;;40,98985118;-8,14138333;;;0;1997;1997;0;1;270;395;0;23;"CHRE-17846";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 384; Pinto, J.M.S.M. - 2016 - O tesouro de Paradela-Sequeiro Longo (Cinfães). Subsídios para o estudo do entesouramento e da circulação monetária no vale do Douro: 49-55";"CHRE";;"10/23/2022";"Portugal";;4
14169;"SANTA VITÓRIA DO AMEIXIAL (CHRE-17850)";;;38,8987;-7,6764;;;0;1900;2000;0;1;200;395;0;3500;"CHRE-17850";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 389; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 34";"CHRE";;"10/23/2022";"Portugal";;4
14170;"RIBEIRA DA PENA 1997 (CHRE-17858)";;;41,51986418;-7,79385246;;;0;1997;1997;0;1;270;392;0;196;"CHRE-17858";"//  Parente, J.R. - 1997 - Tesouro monetário da vila de Ribeira de Pena; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 397";"CHRE";;"10/23/2022";"Portugal";;4
14171;"VILLARALTO (CHRE-17861)";;;38,45533113;-4,98414164;;;0;1900;2000;0;1;260;395;0;160;"CHRE-17861";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 400; Gil Fernández, R. - 2001 - Depósitos, conjuntos y realidades monetarias de la Bética en el bajo imperio: 506-539";"CHRE";;"10/23/2022";"Spain";;4
14172;"VILLARINO DEL SIL (CHRE-17862)";;;42,90992243;-6,36031717;;;0;1900;2000;0;1;268;402;0;600;"CHRE-17862";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 401; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 148";"CHRE";;"10/23/2022";"Spain";;4
14173;"SALAMANCA - EL BOTÁNICO (CHRE-17880)";;;40,9618033;-5,6687356;;;0;1998;1998;0;1;393;395;0;0;"CHRE-17880";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 609";"CHRE";;"10/23/2022";"Spain";;4
14250;"FREIRIA 1993 (CHRE-17485)";;;38,72065973;-9,32283297;;;0;1993;1993;0;1;260;395;0;69;"CHRE-17485";"//  Cardoso, G. - 1997 - Um tesouro monetário do Baixo Império na villa de Freiria (Cascais): 393-413; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 516-518; no. 364";"CHRE";;"10/23/2022";"Portugal";;4
14251;"PEDREGAL (CHRE-17752)";;;42,5847;-7,8609;;;0;1991;1991;0;1;337;392;0;27;"CHRE-17752";;"CHRE";;"10/23/2022";"Spain";;4
14252;"CASTULO 1991 (CHRE-17767)";;;38,035;-3,6236;;;0;1991;1991;0;1;341;395;0;19;"CHRE-17767";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 427-428; no. 301; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 227-229; 299-300; Chaves Tristán, F. y Velasco Carrillo de Albornoz, F. - 1999 - Tesorillo hallado en el conjunto arquitectónico del Olivar. Campaña 1991 (Anexo III): 179-181";"CHRE";"Find spot comment: On a small hill, near the Arabic castle.//  Archaeology site comment: Villa Olivar, on a floor, the coins appeared where a repairing pit was noticed.";"10/23/2022";"Spain";;4
14253;"VALENCIA - CALLE AVELLANAS (CHRE-17788)";;;39,47518843;-0,37375116;;;0;1995;1995;0;1;335;423;0;88;"CHRE-17788";"//  Marot Salsas, T. and Ribera Lacomba, A. - 2005 - El tesoro de la calle Avellanas (Valencia): 161-168; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 456-457; no. 323";"CHRE";"Find spot comment: Real Academia de Cultura Valencia//  Archaeology site comment: Layer of fire (UE 2022)";"10/23/2022";"Spain";;4
14254;"CÓRDOBA 1992 (CHRE-17789)";;;37,88148489;-4,78047814;;;0;1992;1992;0;1;330;395;0;35;"CHRE-17789";"//  Gil Fernández, R. - 2001 - Depósitos, conjuntos y realidades monetarias de la Bética en el bajo imperio: 575-585; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 457-458; no. 324";"CHRE";"Find spot comment: Conservatorio de Danza y Arte Dramático de Córdoba//  Archaeology site comment: Domus";"10/23/2022";"Spain";;4
14255;"CASTRO DE ALVARELHOS 1992 (CHRE-17792)";;;41,3009082;-8,6184311;;;0;1992;1992;0;1;260;395;0;1500;"CHRE-17792";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 462-465; no. 327; Pinto, J.M.S.M. - 2007 - Tesouros Monetários Baixo-Imperiais Entre Douro, Ave e Tâmega: no. 9";"CHRE";;"10/23/2022";"Portugal";;4
14256;"MÁLAGA 1995 - ROMAN THEATRE (CHRE-17852)";;;36,72113546;-4,41687463;;;0;1995;1995;0;1;347;406;0;39;"CHRE-17852";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 391; Mora Serrano, B. - 2007 - Moneda tardoantigua en Malaca (Málaga): un ocultamiento monetario del siglo V d.C. procedente del teatro romano: 191-212";"CHRE";"//  Archaeology site comment: Roman theatre. In the sector located between the orchestra and the pulpitum. The coins appeared at a level of the collapse of wall structures from the remains of the old edifice.";"10/23/2022";"Spain";;4
14257;"CHANTADA (CHRE-17918)";;;42,61093931;-7,7706804;;;0;1991;1991;0;1;388;423;0;1000;"CHRE-17918";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 620; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 214";"CHRE";;"10/23/2022";"Spain";;4
14323;"QUINTA DE VILAR D’ALLEN (CHRE-17678)";;;41,14339828;-8,57237614;;;0;1990;1990;0;1;330;361;0;9;"CHRE-17678";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 363-364; no. 262; Pinto, J.M.S.M. - 2007 - Tesouros Monetários Baixo-Imperiais Entre Douro, Ave e Tâmega: no. 25";"CHRE";;"10/23/2022";"Portugal";;4
14324;"LA ALCUDIA 1989 (CHRE-17748)";;;38,2403;-0,6946;;;0;1989;1989;0;1;333;375;0;355;"CHRE-17748";"//  Abascal Palazón, J. M. and Alberola Belda, A. - 2007 - Monedas Antiguas de los Museos de Elche: 185-232; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 407-409; no. 288";"CHRE";"//  Archaeology site comment: Sector 6D";"10/23/2022";"Spain";;4
14325;"AROUCA (CHRE-17749)";;;40,934;-8,2404;;;0;1986;1986;0;1;337;383;0;19;"CHRE-17749";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 410-411; no. 289; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 120; António Manuel Silva, S.P. - 1990 - Um pequeno tesouro monetario tardo-romano de Arouca (Aveiro): 29-35";"CHRE";;"10/23/2022";"Portugal";;4
14326;"TOMAR (CHRE-17762)";;;39,60495279;-8,40800277;;;0;1987;1987;0;1;270;392;0;22;"CHRE-17762";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 423-424; Martínez Mira, I. - 2007 - Tesorillos del s. III d.C. en la Península Ibérica (IV): no. 26*";"CHRE";;"10/23/2022";"Portugal";;4
14327;"PUERTO DE MAZARRÓN (CHRE-17774)";;;37,56400344;-1,26625336;;;0;;1988;0;1;355;395;0;23;"CHRE-17774";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 435-436; no. 308; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 126; Lechuga Galindo, M. - 1988 - Numismática tardía de la Región de Murcia. El conjunto de monedas del Puerto de Mazarrón (Murcia): 259-264";"CHRE";"//  Archaeology site comment: A possible urban settlement based on an extensive necropolis and a factory to produce salt?";"10/23/2022";"Spain";;4
14328;"TORRALBA DE RIBOTA (CHRE-17777)";;;41,41756712;-1,6841471;;;0;1980;1989;0;1;222;392;0;34;"CHRE-17777";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 440-441; no. 312; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 17; Medrano Marqués, M. M. - 1989 - Una ocultación de moneda romana bajoimperial hallada en Torralba de Ribota (Calatayud, Zaragoza): 129-141";"CHRE";"Find spot comment: On the slope of a hill.";"10/23/2022";"Spain";;4
14329;"CALAHORRA 1900-1990 (CHRE-17790)";;;42,30755108;-1,96659364;;;0;1900;1990;0;1;337;408;0;300;"CHRE-17790";"//  Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 134; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 458-459; no.  325";"CHRE";;"10/23/2022";"Spain";;4
14330;"LA SEVILLANA (CHRE-17836)";;;38,97456544;-5,27082455;;;0;1988;1989;0;1;378;395;0;69;"CHRE-17836";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 372; Aguilar Sáenz, A. and Guichard, P. - 1993 - Villas romaines d&#039;Estrémadure: Doña María, La Sevillana et leur environnement: 191-196";"CHRE";"//  Archaeology site comment: inhabitancy area 11, industrial functionality.";"10/23/2022";"Spain";;4
14331;"LLANO DE MEDINA (CHRE-17838)";;;37,54166667;-4,36944444;;;0;1990;1990;0;1;-100;395;0;76;"CHRE-17838";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 374; Gil Fernández, R. - 2001 - Depósitos, conjuntos y realidades monetarias de la Bética en el bajo imperio: 480-505; Jiménez Urbano, J. - 1990 - Un tesorillo de monedas romano encontrado en Llano Medina: 9";"CHRE";;"10/23/2022";"Spain";;4
14332;"RÍO GRANDE (CHRE-17847)";;;36,7095;-4,7312;;;0;1986;1986;0;1;337;395;0;773;"CHRE-17847";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 387; Gozalbes Cravioto, C. - 2003 - El tesorillo de bronces bajo imperiales del río Grande (Coín, Málaga): 147-150";"CHRE";"Find spot comment: At the place ’La Viuda Pequeña’.";"10/23/2022";"Spain";;4
14333;"FUNDO DA VILA (CHRE-17884)";;;40,36441942;-8,04098614;;;0;;1988;0;1;393;423;0;7000;"CHRE-17884";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 610; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 173";"CHRE";;"10/23/2022";"Portugal";;4
14334;"GUNDREI (CHRE-17888)";;;42,9139189;-8,01510188;;;0;1988;1988;0;1;327;395;0;300;"CHRE-17888";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 611; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 160; Ortíz Fernández, A. and Acuña Castroviejo, F. - 1988 - Notas sobre o Tesouriño numismático de Gundrei: 1-4";"CHRE";;"10/23/2022";"Spain";;4
14335;"AUGUSTA EMERITA (CHRE-17898)";;;38,91498632;-6,33874204;;;0;;1989;0;1;393;395;0;250;"CHRE-17898";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 613; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 200";"CHRE";;"10/23/2022";"Spain";;4
14356;"JEREZ DE LA FRONTERA (CHRE-4524)";;;36,69;-6,13;;;0;1982;1982;0;1;394;395;0;35;"CHRE-4524";"//  Bland, R. - 1997 - Changing patterns of hoards of precious metal coins in the late Empire: table 4, no. 134; RIC: X, c; Vidal Bardán, J. M. - 1984 - Tesorillo de solidos de Arcadio y Honorio hallado en Jerez de la Frontera (Cádiz): 123-130; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 526; no. 368; Hobbs, R. - 2006 - Late Roman precious metal deposits, c. AD 200-700 : changes over time and space: no. 1614";"CHRE";"Find spot comment: At a farmhouse.";"10/23/2022";"Spain";;4
14417;"CAN CANTÓ (CHRE-17649)";;;38,90476359;1,4152916;;;0;1984;1984;0;1;310;337;0;50;"CHRE-17649";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 335";"CHRE";;"10/23/2022";"Spain";;4
14418;"GÁRGOLES DE ARRIBA (CHRE-17655)";;;40,7539;-2,6235;;;0;1982;1982;0;1;319;328;0;12;"CHRE-17655";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 339-340; no. 242; Sánchez-Lafuente Pérez, J. ( - 1995 - Un depósito constantiniano en la villa romana de Gárgoles de Arriba (Guadalajara). Su conjunto numismático: 319-322";"CHRE";"//  Archaeology site comment: In the baths area, in the frigidarium.";"10/23/2022";"Spain";;4
14419;"SACONA (CHRE-17660)";;;43,31880062;-2,72532003;;;0;1982;1982;0;1;253;340;0;447;"CHRE-17660";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 344-347; no. 246; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 75";"CHRE";"//  Discovery comment: During refurbishment works on a forest track in the municipality of Sacona (Rigoitia).";"10/23/2022";"Spain";;4
14420;"CÓRDOBA 1985 (CHRE-17662)";;;37,88958877;-4,78280872;;;0;1985;1985;0;1;319;358;0;200;"CHRE-17662";"//  Gil Fernández, R. - 2001 - Depósitos, conjuntos y realidades monetarias de la Bética en el bajo imperio: 182-191; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 348; no. 248";"CHRE";"//  Archaeology site comment: On the mosaic floor.";"10/23/2022";"Spain";;4
14421;"LA CHANA (CHRE-17699)";;;42,48109418;-6,72415782;;;0;1984;1984;0;1;14;337;0;1;"CHRE-17699";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 384; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 129";"CHRE";;"10/23/2022";"Spain";;4
14422;"LOS CASTROS (CHRE-17702)";;;43,53359334;-7,04048042;;;0;1983;1983;0;1;337;361;0;30;"CHRE-17702";"//  Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 73; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 240; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 385";"CHRE";;"10/23/2022";"Spain";;4
14423;"VALPAÇOS (CHRE-17710)";;;41,60873403;-7,31093488;;;0;1985;1985;0;1;348;361;0;3;"CHRE-17710";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 386; Afonso, M.M. - 1985 - Achado de moedas romanas: 126-127; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 84";"CHRE";;"10/23/2022";"Portugal";;4
14424;"MALLORCA 3 (CHRE-17764)";;;39,64128313;2,96724683;;;0;;1983;0;1;383;388;0;13;"CHRE-17764";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 424; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 117; Mattingly, H.B. - 1983 - Roman Pollentia: Coinage and History: 288";"CHRE";;"10/23/2022";"Spain";;4
14425;"CERRO DE LA ERMITA DE SINGLA (CHRE-17809)";;;38,0255;-1,9396;;;0;1981;1981;0;1;330;408;0;33;"CHRE-17809";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 341; Lechuga Galindo, M. - 1985 - Numismática tardorromana en la Región de Murcia. I. Ocultaciones y conjuntos monetarios: 204-209; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 30; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 284-285; 340-341; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 125";"CHRE";"Find spot comment: 12 km SW of Caravaca";"10/23/2022";"Spain";;4
14426;"EL PALMAR DE TROYA (CHRE-17827)";;;37,06259681;-5,80580234;;;0;1984;1984;0;1;313;395;0;133;"CHRE-17827";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 361; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 261-263; 324-325; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 206; Gil Fernández, R. - 2001 - Depósitos, conjuntos y realidades monetarias de la Bética en el bajo imperio: 557-573; Velasco Carrillo de Albornoz, F. - 1991 - Tesorillo de bronces bajoimperiales hallado en el Palmar de Troya: 309-328";"CHRE";;"10/23/2022";"Spain";;4
14427;"GALIANA (CHRE-17830)";;;42,47247455;-2,58518088;;;0;1984;1984;0;1;54;395;0;854;"CHRE-17830";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 365; Rodríguez Martínez, P. - 1992 - Aproximación a la economía de fines del siglo IV y principios del siglo V en La Rioja: el tesorillo de Galiana; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 16";"CHRE";;"10/23/2022";"Spain";;4
14428;"LAS QUINTANAS (CHRE-17837)";;;40,58718656;-5,44137928;;;0;1985;1985;0;1;41;395;0;610;"CHRE-17837";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 373; García Figuerola, M. - 1995 - El depósito monetal de Las Quintanas, Armenteros (Salamanca): 65-124; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 197; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 27";"CHRE";;"10/23/2022";"Spain";;4
14429;"MONTFORTE (CHRE-17841)";;;38,37881111;-0,7287935;;;0;1981;1981;0;1;37;395;0;86;"CHRE-17841";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 378; Arroyo Ilera, R. - 1985 - El tesorillo de monedas tardorromanas de Monforte (Alicante): 139-156";"CHRE";"//  Discovery comment: In a vineyard.";"10/23/2022";"Spain";;4
14430;"SANTA MARIA DE ÉMERES - TORRE (CHRE-17854)";;;41,5447391;-7,38117864;;;0;1985;1985;0;1;-263;395;0;3647;"CHRE-17854";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 393; Albuquerque, E. - 1985 - O tesouro monetário do lugar de Torre. Subsídio par ao seu estudo: 85-130; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 170; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 438-440; 467-471; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 164; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 21; Vila Franco, M.I. - 2016 - Moneda Antigua y Vías Romanas en el Noroeste de Hispania: no. 45; Hipólito, M. de C. - 1986 - Achado monetário de Torre: Mais um caso modelar de arqueologia numismática em Portugal (V Parte): 105-108; Centeno, R.M.S. and Valladares Souto, J.M.S. - 1988 - Notícia de uma moeda helenística do tesouro de Torre (Santa Maria de Émeres, Valpaços): 91-93; Marques, J.A.M. and Amaral, L.M.C.G. - 1986 - Moedas romanas de Santa Maria de Émeres (Valpaços): 101-125; Maciel, M.J.P and Maciel, T.D.P. - 1987 - O tesouro monetário romano de Santa Maria de Émeres (Valpaços): 309-319; Oliveira, F., Camilo, F. and Luna, I. de - 1987 - Mais dois lotes de moedas do tesouro de Torre (Sta Maria de Émeres, Valpaços): 115-148";"CHRE";"//  Discovery comment: Near an olive plantation.";"10/23/2022";"Portugal";;4
14431;"LA FONOLLERA (CHRE-17864)";;;42,01203329;3,18615159;;;0;1975;1984;0;1;410;411;0;9;"CHRE-17864";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 404; Marot Salsas, T. and Roviras Padrós, A. - 1998 - Un dipòsit de siliquae de Màxim (410- 411 aC) procedent de la Fonollera (Torroella de Montgrí, Baix Empordà): 129-138";"CHRE";;"10/23/2022";"Spain";;4
