ID;location_title;location_modern_title;location_other_title;location_uncertain;location_lat;location_long;LegendID;Country
28613;Campaniaco;Campigny;Campinneio;0;49.24916664;-0.79888077;5;France
28614;Sarama;Saran;Saram;0;47.94940047;1.87641893;5;France
29013;Vienna Vico;Vienne-en-Val;Ludn(...);0;47.80074085;2.13517865;5;France
29413;Caturiges;Bar-le-Duc;Barrum;0;48.77126147;5.16237539;5;France
29813;Pagus Wastinensis;Gastine;;1;47.69721976;0.72499433;4;France
29814;Evauno Vici;Évaux-les-Bains;Evaus;0;46.17579883;2.48689603;5;France
29815;Sanctus Medardus;Saint-Médard de Soissons;;0;49.38305190;3.34361034;5;France
29816;Silviaco;Servais;;0;49.62109542;3.34439187;5;France
30613;Unknown (Southern India) ;Tamil Nadu;;1;10.90942591;78.36652807;3;India
31013;Domburg;Domburg;;0;51.56321398;3.49671919;5;Netherlands
31014;Unknown (East Anglia);;;1;52.49999604;0.99999559;4;United Kingdom
31413;Zaranj (ZL);Zaranj;Drangiana;0;30.94742377;61.82475280;5;Afghanistan
31414;Maracanda;Samarkand;Samarqand;0;39.65499483;66.97569264;5;Uzbekistan
31415;Rhagae;;al-Rayy;0;35.57997914;51.46335973;5;Iran
31813;Panjhīr;;Banjhīr / ﭙنجهير ;0;34.43384764;69.79308785;5;Afghanistan
32214;Al- Sus;;;0;31.55351367;49.00771609;5;Iran
32215;Al- Qaṣrān;;al-Sīrājān, Shīrayān;0;35.67765962;51.70758471;5;Iran
32613;Abrashahr;;أبرشهر ;0;36.2105896;58.79227395;5;Iran
34213;Perusia;Perugia;;0;12.38990850;43.11119200;5;Djibouti
34613;AW/AR (?);Unknown (Sassanian);;1;54.56435160;32.64753140;3;Russia
35413;Unknown (West Central Europe);;;1;7.52312800;49.65118200;3;Somalia
35414;Unknown (Eastern Central Mediterranean);;;1;21.68355400;34.68460500;3;Sudan
35415;Unknown (Eastern Mediterranean);;;1;29.42309300;34.10441400;3;Egypt
35416;Unknown (around the Adriatic);;;1;16.31864600;42.33976800;3;Yemen
35417;Unknown (Propontis);;;1;28.30395000;40.69248300;3;Saudi Arabia
35814;Fayyum;Fayyum;Limni;0;30.74327369;29.37396980;5;Egypt
35815;al-Ma'arrah;Maarat al-Numan;;0;36.67166700;35.63861100;5;Turkey
36213;Unknown (Africa);;;1;15.67787400;33.48357200;3;Sudan
36613;Unknown (Central Mediterranean);;;1;18.31101300;35.61879100;3;Sudan
36614;Alexandria Troas;Dalyan;;0;26.15840100;39.75028100;5;Saudi Arabia
36615;?;Comitatensian mint;;1;18.883848;38.366156;3;Sudan
37814;Unknown (Germany);;;1;52.52;13405;3;Germany
37815;Bad Sulza;Bad Sulza;;0;51088;11.6286;5;Germany
38213;Arrān;Derbent;أران;1;48.3;42.05;4;Russia
38214;al-Taymara;;Shaqq al-Taymara // التيمره;1;51.6675;32.644722;4;Ukraine
38215;Dastawā;;دستوا;1;49.37;35.87;4;Ukraine
38216;Qumis;Shahr-e Qumis;قومس;1;54.112806;35.951056;4;Russia
38217;Manadhir;;مناذر;1;48.2;31.6;4;Ukraine
38218;Surraq;;سرق;1;48.664722;30.649722;4;Ukraine
38613;Amul (AMW), Khorasan;Turkmenabat;;0;39.083333;63.566667;5;Turkmenistan
38615;Eran-asan-kar-Kawad?/Eran-win(n)ard-Kawad?/Eran-khwarrah-Yazdgerd? (AYL[later]);;;1;34.991502;51.318151;3;Iran
38616;Eran-asan-kar-Kawad?/Eran-Khwarrah-Shapur? (AYLAN);Harsin?/Susa?;;1;33.272427;47.986912;3;Iran
38617;? (BŠHP/BŠHPW);;;1;33.713192;52.957918;3;Iran
38618;?, Fars (BWB);Fars;;1;29.9808333;52.9094444444444;4;Iran
39013;Gahrum (GHL);Jahrum;Jahrom;0;28.5;53.560556;5;Iran
39014;Ganj/Ganzak? (GNCKL);;;1;30.286078;57.06556;3;Iran
39015;Guwaim, Fars (GW[earlier]/GWDMY);Juyom;Joyom;0;28.260125;53.980722;5;Iran
39016;? (H);;;1;33.580407;53.478092;3;Iran
39017;Herat, Istakhr, Fars (HL[earlier]);Harat;Tajabad;0;30.054698;54.373675;5;Iran
39018;Al-Hira, Asuristan (HYL);Kufa;;0;31.883324;44.449851;5;Iraq
39019;? (KWN BBA);;;1;33.2277;53.42874;3;Iran
39020;Kholm (HLM);Kholm;Khulm;0;36.683333;67.683333;5;Afghanistan
39021;Royan, Fars (LWD/LWDY);Ar-Rudan?;Rudhan;1;30.8723337;55.2716302;4;Iran
39022;? (NAL/WAL);;;1;33.305836;53.017907;3;Iran
39023;Purg (PW/PWLGY);Forg;Furk;0;28.292259;55.192565;5;Iran
39024;? (ŠLK);;;1;32.880226;54.090996;3;Iran
39026;? (WLC);;;1;32.637706;54.356276;3;Iran
39027;? (S);;;1;32.841763;53.735089;3;Iran
40213;Unknown (Northern Qi dynasty);;;0;36.2748;114.4002;3;China
40613;Unknown (Tang Dynasty);;;1;34.308333;108.858333;3;China
41013;Unknown (Sui Dynasty);;;1;34.308333;108.858333;3;China
41014;Unknown (Chinese);;;1;34.6197;112.4539;3;China
41413;Gaochang;Khocho;Qocho;0;42.852778;89.529167;5;China
41414;Unknown (Japanese) ;;;0;34.691111;135.795556;3;Japan
41813;Briodurum;Brieulles-sur-Meuse;;0;49.3367;5.1822;5;France
42213;Ivegio;Ivoy-le-Pre;;0;47.3458;2.4878;4;France
42613;Lexsovias;Lisieux, Calvados;;0;49.15;0.23;5;France
42614;Orione;Orione;"'Unknown mint west of Paris""";1;48;2;3;France
43013;Pseudo-Damascus;Unknown (Greater Syria);;1;33.511612;36.309102;3;Syria
43014;Al Wafa liLlah (الوفا للّه);Unknown (Greater Syria);;1;33.511612;36.309102;3;Syria
43413;? (BNG);;;1;33.713192;52.957918;3;Iran
43414;? (ŠM);;;1;33.713192;52.957918;3;Iran
43813;Saxobacio;;;1;0;0;3;(Any)
44213;Abarqubadh;Unknown (Maysan Governorate);Abar-Kawad;0;31.280274;47.492662;4;Iraq
44613;Al-Andalus;Cordoba;;0;37.8845813;-4.7760138;4;Spain
44614;Al-Mubaraka;Balkh;;0;36.7581256;66.8980826;5;Afghanistan
44615;Al-Samiya;Unknown (Iraq);;1;33.0955793;44.1749775;3;Iraq
45013;Ifrīqīya;Unknown (Tunis);;0;35.677222;10.100833;4;Tunisia
45014;Mahi;Nahavand/Dinavar;Mahay;1;36.4447222;47.9013888888889;4;Iran
45413;Madinat al-Salam;Baghdad;;0;33.3061701;44.3872213;5;Iraq
45414;Al-Hashimiya;Kufa;;1;32.03444;44.4031125;4;Iraq
45813;Unknown (Caucasus);;;1;42.261111;44.121111;3;Georgia
45814;Kinnasrin;Qinnasrin;;0;35.9875;37.042778;5;Syria
46213;Panticapaeum;Kerch;;0;45.361944;36.471111;5;Russia
46613;ZWZWN;Unknown (Caucasus);;1;42.261111;44.121111;3;Georgia
47013;Al-Furat;Basra;;1;30.4952371;47.8090981;4;Iraq
47413;Unknown (Nezak);;;0;33.526354628096;68.4179079304021;4;Afghanistan
47414;? (LYN);;;1;33.713192;52.957918;3;Iran
47813;Taxila;Taxila;;0;33.7474551;72.8073364;5;Pakistan
47814;Unknown Kushano-Sassanian mint (S. of Hindu Kush);Begram/Peshawar;;1;34.4785637865307;70.5073377020833;4;Afghanistan
47815;Unlocalized Kidarite Mint;Gandhara;;1;33756;72.8291;4;Pakistan
48613;Unknown (Zabulistan);;;0;32.1;67.1;4;Afghanistan
49013;Sarahs;Sarakhs;;0;36.5425;61.158889;5;Iran
49014;Khusrau-Shâdh Hurmuz;Baghdad;;1;33.3542328411738;44.5652945736612;4;Iraq
49413;Unknown (Khwarazm);;Chorasmia;1;42.189608;59.326172;4;Turkmenistan
49813;Nahrbuq;Baghdad;;1;33.34058;44.40088;4;Iraq
50213;Unknown (Hephthalite);;;1;36.758056;66.898056;3;Afghanistan
50613;Unknown (Termiz);Termez;;1;37.2442466;67.283151;4;Uzbekistan
51013;Bukhara;Bukhara;;0;39.766667;64.423056;5;Uzbekistan
51413;Chaganiyan;Budrach;Jumatepa;0;38.1898889;67.9176111111111;5;Uzbekistan
51813;Unknown (Sogdian);;;1;40.4;69.4;3;Tajikistan
52213;Unknown (India);India;;1;21;78;3;India
52214;Unknown (Kabulistan);Kabul;;1;34;69;4;Afghanistan
52613;Unlocalized Alchon mint ;Gandhara;;1;33756;72.8291;4;Pakistan
53013;Ascalon;Ashkelon;Ashqelon;0;31.6647972122;34.5505214667;5;Israel
